,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,City,City_name,Delivery_person_Age,Delivery_person_Ratings,Multiple_deliveries,Time_taken_min,Distance,Speed,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude
195,1900-01-01 20:25:00,Windy,Jam,scooter,Metropolitian,Bangalore,29.0,4.8,1.0,17.0,17.14,60.49,12.906229,77.596791,13.036229,77.726791
196,1900-01-01 22:40:00,Cloudy,Low,scooter,Metropolitian,Bangalore,31.0,4.5,1.0,36.0,10.46,17.43,12.906229,77.596791,12.986229,77.676791
197,1900-01-01 21:30:00,Fog,Jam,scooter,Metropolitian,Bangalore,25.0,4.6,1.0,33.0,6.5,11.82,12.906229,77.596791,12.956229,77.646791
198,1900-01-01 20:10:00,Windy,Jam,motorcycle,Metropolitian,Bangalore,36.0,4.0,1.0,52.0,10.46,12.07,12.906229,77.596791,12.986229,77.676791
199,1900-01-01 22:45:00,Cloudy,Low,scooter,Metropolitian,Bangalore,31.0,4.6,1.0,19.0,6.5,20.53,12.906229,77.596791,12.956229,77.646791
200,1900-01-01 20:10:00,Windy,Jam,scooter,Urban,Bangalore,34.0,4.7,0.0,29.0,10.46,21.64,12.906229,77.596791,12.986229,77.676791
201,1900-01-01 23:40:00,Fog,Low,scooter,Metropolitian,Bangalore,27.0,4.9,0.0,20.0,10.46,31.38,12.906229,77.596791,12.986229,77.676791
202,1900-01-01 22:30:00,Sandstorms,Low,scooter,Metropolitian,Bangalore,27.0,4.9,1.0,17.0,10.46,36.92,12.906229,77.596791,12.986229,77.676791
203,1900-01-01 21:05:00,Stormy,Jam,motorcycle,Metropolitian,Bangalore,20.0,4.9,0.0,19.0,3.89,12.28,12.906229,77.596791,12.936229,77.626791
204,1900-01-01 20:45:00,Cloudy,Jam,scooter,Metropolitian,Bangalore,33.0,5.0,0.0,38.0,3.89,6.14,12.906229,77.596791,12.936229,77.626791
205,1900-01-01 23:50:00,Sandstorms,Low,scooter,Metropolitian,Bangalore,30.0,4.9,1.0,16.0,9.19,34.46,12.934179,77.615797,13.004179,77.685797
206,1900-01-01 17:40:00,Sunny,Medium,motorcycle,Metropolitian,Bangalore,26.0,5.0,1.0,15.0,9.19,36.76,12.934179,77.615797,13.004179,77.685797
207,1900-01-01 16:40:00,Sandstorms,Medium,motorcycle,Metropolitian,Bangalore,21.0,4.8,1.0,23.0,5.23,13.64,12.934179,77.615797,12.974179,77.655797
208,1900-01-01 23:15:00,Windy,Low,motorcycle,Metropolitian,Bangalore,34.0,4.9,1.0,20.0,17.25,51.75,12.934179,77.615797,13.064179,77.745797
209,1900-01-01 18:55:00,Sandstorms,Medium,motorcycle,Urban,Bangalore,29.0,4.8,1.0,26.0,10.53,24.3,12.934179,77.615797,13.014179,77.695797
210,1900-01-01 09:00:00,Fog,Low,scooter,Metropolitian,Bangalore,23.0,4.6,1.0,15.0,2.6,10.4,12.934179,77.615797,12.954179,77.635797
211,1900-01-01 23:40:00,Fog,Low,motorcycle,Metropolitian,Bangalore,34.0,3.7,2.0,33.0,11.86,21.56,12.934179,77.615797,13.024179,77.705797
212,1900-01-01 17:30:00,Sunny,Medium,motorcycle,Metropolitian,Bangalore,31.0,4.8,1.0,26.0,7.87,18.16,12.934179,77.615797,12.994179,77.675797
213,1900-01-01 00:00:00,Fog,Low,scooter,Metropolitian,Bangalore,27.0,4.8,1.0,18.0,3.91,13.03,12.934179,77.615797,12.964179,77.645797
214,1900-01-01 20:15:00,Windy,Jam,scooter,Metropolitian,Bangalore,27.0,4.6,1.0,28.0,14.55,31.18,12.934365,77.616155,13.044365,77.726155
215,1900-01-01 19:20:00,Stormy,Jam,electric_scooter,Urban,Bangalore,39.0,4.9,1.0,29.0,14.55,30.1,12.934365,77.616155,13.044365,77.726155
216,1900-01-01 15:30:00,Stormy,Medium,motorcycle,Urban,Bangalore,35.0,4.5,1.0,28.0,5.23,11.21,12.934365,77.616155,12.974365,77.656155
217,1900-01-01 10:05:00,Cloudy,Low,electric_scooter,Urban,Bangalore,36.0,4.6,0.0,16.0,1.3,4.88,12.934365,77.616155,12.944365,77.626155
218,1900-01-01 23:35:00,Sunny,Low,motorcycle,Metropolitian,Bangalore,35.0,3.4,1.0,31.0,17.26,33.41,12.934365,77.616155,13.064365,77.746155
219,1900-01-01 18:50:00,Stormy,Medium,motorcycle,Urban,Bangalore,37.0,4.7,1.0,25.0,6.55,15.72,12.934365,77.616155,12.984365,77.666155
220,1900-01-01 09:30:00,Windy,Low,motorcycle,Metropolitian,Bangalore,36.0,4.2,0.0,30.0,1.3,2.6,12.939496,77.625999,12.949496,77.635999
221,1900-01-01 14:30:00,Windy,High,scooter,Urban,Bangalore,25.0,4.5,1.0,16.0,5.24,19.65,12.939496,77.625999,12.979496,77.665999
222,1900-01-01 18:25:00,Windy,Medium,motorcycle,Metropolitian,Bangalore,27.0,4.6,0.0,25.0,9.23,22.15,12.939496,77.625999,13.009496,77.695999
223,1900-01-01 21:55:00,Sunny,Jam,motorcycle,Urban,Bangalore,25.0,4.7,0.0,21.0,17.32,49.49,12.939496,77.625999,13.069496,77.755999
224,1900-01-01 18:30:00,Fog,Medium,scooter,Metropolitian,Bangalore,37.0,4.9,0.7592242194891201,18.0,6.57,21.9,12.939496,77.625999,12.989496,77.675999
225,1900-01-01 19:00:00,Sandstorms,Medium,motorcycle,Metropolitian,Bangalore,30.0,4.2,1.0,35.0,17.32,29.69,12.939496,77.625999,13.069496,77.755999
227,1900-01-01 18:55:00,Stormy,Medium,electric_scooter,Urban,Bangalore,39.0,4.8,1.0,25.0,3.93,9.43,12.939496,77.625999,12.969496,77.655999
228,1900-01-01 22:00:00,Sunny,Jam,motorcycle,Metropolitian,Bangalore,21.0,3.7,1.0,41.0,7.89,11.55,12.939496,77.625999,12.999496,77.685999
229,1900-01-01 20:20:00,Fog,Jam,scooter,Metropolitian,Bangalore,35.0,4.1,2.0,39.0,9.19,14.14,12.935662,77.61413,13.005662,77.68413
230,1900-01-01 13:00:00,Sandstorms,High,motorcycle,Urban,Bangalore,20.0,4.6,0.0,22.0,5.22,14.24,12.935662,77.61413,12.975662,77.65413
231,1900-01-01 20:05:00,Stormy,Jam,motorcycle,Urban,Bangalore,38.0,4.3,1.0,36.0,9.19,15.32,12.935662,77.61413,13.005662,77.68413
232,1900-01-01 08:50:00,Fog,Low,scooter,Metropolitian,Bangalore,33.0,4.7,0.0,15.0,2.6,10.4,12.935662,77.61413,12.955662,77.63413
233,1900-01-01 20:50:00,Windy,Jam,scooter,Metropolitian,Bangalore,28.0,4.7,1.0,27.0,17.24,38.31,12.935662,77.61413,13.065662,77.74413
234,1900-01-01 19:00:00,Windy,Medium,electric_scooter,Urban,Bangalore,38.0,4.7,0.0,22.0,17.24,47.02,12.935662,77.61413,13.065662,77.74413
235,1900-01-01 18:45:00,Sunny,Medium,motorcycle,Metropolitian,Bangalore,23.0,4.8,1.0,22.0,10.52,28.69,12.935662,77.61413,13.015662,77.69413
237,1900-01-01 20:20:00,Sunny,Jam,motorcycle,Metropolitian,Bangalore,34.0,4.5,1.0,25.0,3.91,9.38,12.935662,77.61413,12.965662,77.64413
238,1900-01-01 18:25:00,Cloudy,Medium,motorcycle,Metropolitian,Bangalore,34.0,4.4,1.0,34.0,3.91,6.9,12.935662,77.61413,12.965662,77.64413
239,1900-01-01 19:45:00,Windy,Jam,scooter,Metropolitian,Bangalore,36.0,4.6,1.0,27.0,7.86,17.47,12.935662,77.61413,12.995662,77.67413
240,1900-01-01 18:00:00,Windy,Medium,scooter,Metropolitian,Bangalore,24.0,4.9,1.0,21.0,7.86,22.46,12.935662,77.61413,12.995662,77.67413
241,1900-01-01 18:35:00,Fog,Medium,scooter,Metropolitian,Bangalore,23.0,5.0,1.0,30.0,14.97,29.94,12.949934,77.699386,13.059934,77.809386
242,1900-01-01 00:00:00,Windy,Low,motorcycle,Urban,Bangalore,37.0,4.6,1.0,26.0,10.83,24.99,12.949934,77.699386,13.029934,77.779386
243,1900-01-01 20:15:00,Windy,Jam,scooter,Metropolitian,Bangalore,21.0,4.7,1.0,22.0,8.1,22.09,12.949934,77.699386,13.009934,77.759386
244,1900-01-01 00:10:00,Cloudy,Low,motorcycle,Metropolitian,Bangalore,35.0,4.8,1.0,18.0,6.73,22.43,12.975377,77.696664,13.025377,77.746664
245,1900-01-01 22:25:00,Sandstorms,Low,scooter,Metropolitian,Bangalore,31.0,4.8,0.0,24.0,6.73,16.82,12.975377,77.696664,13.025377,77.746664
246,1900-01-01 23:50:00,Cloudy,Low,scooter,Metropolitian,Bangalore,20.0,4.6,1.0,20.0,17.73,53.19,12.975377,77.696664,13.105377,77.826664
247,1900-01-01 20:25:00,Stormy,Jam,motorcycle,Metropolitian,Bangalore,23.0,4.6,1.0,19.0,17.73,55.99,12.975377,77.696664,13.105377,77.826664
248,1900-01-01 23:15:00,Sandstorms,Low,scooter,Metropolitian,Bangalore,34.0,4.9,1.0,24.0,12.2,30.5,12.975377,77.696664,13.065377,77.786664
249,1900-01-01 18:55:00,Sunny,Medium,motorcycle,Metropolitian,Bangalore,33.0,4.6,0.0,28.0,4.02,8.61,12.975377,77.696664,13.005377,77.726664
250,1900-01-01 17:50:00,Fog,Medium,motorcycle,Urban,Bangalore,23.0,4.7,1.0,12.0,8.09,40.45,12.975377,77.696664,13.035377,77.756664
251,1900-01-01 00:00:00,Stormy,Low,motorcycle,Urban,Bangalore,23.0,5.0,1.0,19.0,8.09,25.55,12.975377,77.696664,13.035377,77.756664
252,1900-01-01 21:00:00,Sunny,Jam,motorcycle,Metropolitian,Bangalore,31.0,4.8,1.0,23.0,9.05,23.61,13.029198,77.570997,13.099198,77.640997
253,1900-01-01 14:10:00,Sandstorms,High,electric_scooter,Metropolitian,Bangalore,26.0,4.7,1.0,28.0,5.14,11.01,13.029198,77.570997,13.069198,77.610997
254,1900-01-01 19:35:00,Stormy,Jam,scooter,Urban,Bangalore,29.0,4.8,0.0,27.0,10.36,23.02,13.029198,77.570997,13.109198,77.650997
255,1900-01-01 19:00:00,Stormy,Medium,motorcycle,Metropolitian,Bangalore,35.0,5.0,1.0,24.0,11.68,29.2,13.029198,77.570997,13.119198,77.660997
256,1900-01-01 18:25:00,Sunny,Medium,motorcycle,Urban,Bangalore,33.0,4.8,1.0,21.0,3.85,11.0,13.029198,77.570997,13.059198,77.600997
257,1900-01-01 19:05:00,Windy,Medium,electric_scooter,Urban,Bangalore,21.0,4.7,1.0,19.0,14.51,45.82,12.972532,77.608179,13.082532,77.718179
258,1900-01-01 10:20:00,Fog,Low,motorcycle,Metropolitian,Bangalore,32.0,4.7,1.0,16.0,1.3,4.88,12.972532,77.608179,12.982532,77.618179
259,1900-01-01 16:10:00,Sandstorms,Medium,motorcycle,Urban,Bangalore,28.0,4.8,1.0,19.0,5.21,16.45,12.972532,77.608179,13.012532,77.648179
260,1900-01-01 18:05:00,Cloudy,Medium,scooter,Urban,Bangalore,37.0,4.8,1.0,15.0,6.53,26.12,12.972532,77.608179,13.022532,77.658179
261,1900-01-01 22:00:00,Windy,Jam,scooter,Urban,Bangalore,22.0,4.6,1.0,16.0,10.5,39.38,12.972532,77.608179,13.052532,77.688179
262,1900-01-01 22:30:00,Cloudy,Low,motorcycle,Urban,Bangalore,23.0,4.7,0.0,12.0,7.85,39.25,12.972532,77.608179,13.032532,77.668179
263,1900-01-01 22:15:00,Sandstorms,Low,scooter,Urban,Bangalore,22.0,4.7,0.0,10.0,3.9,23.4,12.972532,77.608179,13.002532,77.638179
264,1900-01-01 22:15:00,Sandstorms,Low,motorcycle,Metropolitian,Bangalore,30.0,4.9,1.0,21.0,11.83,33.8,12.972532,77.608179,13.062532,77.698179
265,1900-01-01 17:25:00,Cloudy,Medium,scooter,Metropolitian,Bangalore,22.0,4.6,0.0,25.0,11.83,28.39,12.972532,77.608179,13.062532,77.698179
266,1900-01-01 23:45:00,Windy,Low,scooter,Metropolitian,Bangalore,25.0,4.9,1.0,17.0,3.9,13.76,12.972532,77.608179,13.002532,77.638179
267,1900-01-01 13:55:00,Windy,High,motorcycle,Metropolitian,Bangalore,37.0,4.4,2.0,42.0,5.35,7.64,12.913041,77.683237,12.953041,77.723237
269,1900-01-01 13:15:00,Cloudy,High,motorcycle,Urban,Bangalore,22.0,4.6,1.0,24.0,5.35,13.37,12.913041,77.683237,12.953041,77.723237
270,1900-01-01 19:25:00,Sunny,Jam,motorcycle,Urban,Bangalore,22.0,4.7,0.0,17.0,9.41,33.21,12.913041,77.683237,12.983041,77.753237
271,1900-01-01 00:05:00,Fog,Low,motorcycle,Metropolitian,Bangalore,35.0,3.5,0.0,36.0,14.89,24.82,12.913041,77.683237,13.023041,77.793237
272,1900-01-01 18:45:00,Sunny,Medium,motorcycle,Metropolitian,Bangalore,37.0,4.7,0.0,39.0,9.41,14.48,12.913041,77.683237,12.983041,77.753237
273,1900-01-01 13:55:00,Windy,High,motorcycle,Metropolitian,Bangalore,37.0,4.4,2.0,42.0,5.35,7.64,12.913041,77.683237,12.953041,77.723237
274,1900-01-01 19:50:00,Stormy,Jam,scooter,Metropolitian,Bangalore,34.0,4.5,1.0,33.0,17.66,32.11,12.913041,77.683237,13.043041,77.813237
275,1900-01-01 19:50:00,Stormy,Jam,scooter,Metropolitian,Bangalore,34.0,4.5,1.0,33.0,17.66,32.11,12.913041,77.683237,13.043041,77.813237
276,1900-01-01 11:30:00,Stormy,High,motorcycle,Metropolitian,Bangalore,31.0,4.9,0.0,41.0,2.67,3.91,12.913041,77.683237,12.933041,77.703237
277,1900-01-01 17:30:00,Sandstorms,Medium,motorcycle,Metropolitian,Bangalore,25.0,4.8,1.0,26.0,9.4,21.69,12.914264,77.6784,12.984264,77.7484
278,1900-01-01 08:45:00,Sandstorms,Low,motorcycle,Urban,Bangalore,23.0,4.4,1.0,26.0,1.33,3.07,12.914264,77.6784,12.924264,77.6884
279,1900-01-01 09:30:00,Stormy,Low,scooter,Urban,Bangalore,30.0,4.7,1.0,20.0,2.66,7.98,12.914264,77.6784,12.934264,77.6984
280,1900-01-01 17:25:00,Windy,Medium,motorcycle,Metropolitian,Bangalore,35.0,4.8,1.0,30.0,17.63,35.26,12.914264,77.6784,13.044264,77.8084
281,1900-01-01 21:20:00,Windy,Jam,motorcycle,Metropolitian,Bangalore,36.0,4.3,1.0,44.0,17.63,24.04,12.914264,77.6784,13.044264,77.8084
282,1900-01-01 18:40:00,Cloudy,Medium,scooter,Metropolitian,Bangalore,35.0,4.8,0.0,19.0,4.0,12.63,12.914264,77.6784,12.944264,77.7084
283,1900-01-01 20:20:00,Sunny,Jam,scooter,Urban,Bangalore,32.0,4.8,1.0,17.0,4.0,14.12,12.914264,77.6784,12.944264,77.7084
284,1900-01-01 23:50:00,Windy,Low,motorcycle,Metropolitian,Bangalore,25.0,4.9,0.0,17.0,12.12,42.78,12.914264,77.6784,13.004264,77.7684
285,1900-01-01 17:35:00,Windy,Medium,scooter,Urban,Bangalore,39.0,4.2,2.0,34.0,8.04,14.19,12.914264,77.6784,12.974264,77.7384
286,1900-01-01 14:00:00,Sunny,High,motorcycle,Urban,Bangalore,32.0,4.5,0.0,20.0,5.19,15.57,12.972161,77.596014,13.012161,77.636014
287,1900-01-01 18:00:00,Stormy,Medium,scooter,Metropolitian,Bangalore,23.0,5.0,1.0,26.0,14.45,33.35,12.972161,77.596014,13.082161,77.706014
289,1900-01-01 17:15:00,Stormy,Medium,scooter,Metropolitian,Bangalore,28.0,4.8,0.0,21.0,14.45,41.29,12.972161,77.596014,13.082161,77.706014
290,1900-01-01 20:10:00,Sandstorms,Jam,motorcycle,Metropolitian,Bangalore,25.0,4.0,1.0,36.0,10.45,17.42,12.972161,77.596014,13.052161,77.676014
292,1900-01-01 17:20:00,Fog,Medium,motorcycle,Metropolitian,Bangalore,35.0,4.6,1.0,32.0,3.89,7.29,12.972161,77.596014,13.002161,77.626014
293,1900-01-01 22:25:00,Windy,Low,motorcycle,Metropolitian,Bangalore,24.0,4.1,1.0,27.0,7.81,17.36,12.972161,77.596014,13.032161,77.656014
294,1900-01-01 21:05:00,Sandstorms,Jam,scooter,Metropolitian,Bhopal,38.0,4.9,2.0,34.0,3.61,6.37,23.266261,77.379605,23.296261,77.409605
295,1900-01-01 11:50:00,Sunny,High,motorcycle,Metropolitian,Bhopal,38.0,4.9,1.0,20.0,1.21,3.63,23.211529,77.419399,23.221529,77.429399
296,1900-01-01 21:40:00,Fog,Jam,motorcycle,Metropolitian,Bhopal,26.0,4.5,1.0,20.0,6.11,18.33,23.211529,77.419399,23.261529,77.469399
297,1900-01-01 22:35:00,Fog,Low,motorcycle,Urban,Bhopal,20.0,4.8,1.0,22.0,8.63,23.54,23.214294,77.435361,23.284294,77.505361
298,1900-01-01 18:05:00,Sandstorms,Medium,electric_scooter,Metropolitian,Bhopal,36.0,4.6,1.0,31.0,7.38,14.28,23.214294,77.435361,23.274294,77.495361
299,1900-01-01 18:40:00,Cloudy,Medium,motorcycle,Metropolitian,Bhopal,35.0,4.6,1.0,36.0,13.57,22.62,23.184992,77.417227,23.294992,77.527227
300,1900-01-01 11:15:00,Stormy,High,scooter,Metropolitian,Bhopal,34.0,4.4,1.0,31.0,2.43,4.7,23.184992,77.417227,23.204992,77.437227
301,1900-01-01 22:55:00,Cloudy,Low,scooter,Metropolitian,Bhopal,36.0,4.3,1.0,36.0,16.19,26.98,23.214459,77.434976,23.344459,77.564976
302,1900-01-01 17:05:00,Windy,Medium,motorcycle,Metropolitian,Bhopal,36.0,4.6,0.0,28.0,4.9,10.5,23.232357,77.429989,23.272357,77.469989
303,1900-01-01 23:50:00,Sandstorms,Low,motorcycle,Metropolitian,Bhopal,25.0,4.9,0.0,14.0,8.61,36.9,23.232357,77.429989,23.302357,77.499989
304,1900-01-01 18:05:00,Sunny,Medium,scooter,Urban,Bhopal,21.0,4.6,0.0,12.0,6.13,30.65,23.232357,77.429989,23.282357,77.479989
305,1900-01-01 19:10:00,Fog,Medium,scooter,Metropolitian,Bhopal,21.0,4.7,1.0,34.0,9.86,17.4,23.232357,77.429989,23.312357,77.509989
307,1900-01-01 17:15:00,Windy,Medium,motorcycle,Metropolitian,Bhopal,32.0,4.9,0.0,27.0,6.13,13.62,23.232537,77.429845,23.282537,77.479845
308,1900-01-01 23:45:00,Sandstorms,Low,scooter,Metropolitian,Bhopal,28.0,4.6,0.0,11.0,7.37,40.2,23.232537,77.429845,23.292537,77.489845
309,1900-01-01 11:45:00,Cloudy,High,electric_scooter,Urban,Bhopal,31.0,4.2,1.0,36.0,1.22,2.03,23.233219,77.433571,23.243219,77.443571
310,1900-01-01 18:25:00,Fog,Medium,motorcycle,Urban,Bhopal,29.0,5.0,1.0,32.0,16.18,30.34,23.233219,77.433571,23.363219,77.563571
311,1900-01-01 19:55:00,Stormy,Jam,scooter,Metropolitian,Bhopal,33.0,4.9,1.0,32.0,3.67,6.88,23.233219,77.433571,23.263219,77.463571
314,1900-01-01 14:20:00,Fog,High,scooter,Metropolitian,Bhopal,29.0,4.2,2.0,34.0,4.91,8.66,23.230791,77.43702,23.270791,77.47702
319,1900-01-01 21:50:00,Sandstorms,Jam,motorcycle,Metropolitian,Bhopal,27.0,4.3,1.0,35.0,3.67,6.29,23.234249,77.434007,23.264249,77.464007
321,1900-01-01 17:30:00,Sunny,Medium,motorcycle,Metropolitian,Bhopal,32.0,4.3,1.0,32.0,9.79,18.36,23.264015,77.408236,23.344015,77.488236
323,1900-01-01 22:45:00,Sandstorms,Low,scooter,Metropolitian,Bhopal,34.0,4.6,0.0,27.0,7.32,16.27,23.264015,77.408236,23.324015,77.468236
324,1900-01-01 11:55:00,Cloudy,High,motorcycle,Metropolitian,Bhopal,38.0,4.7,1.0,30.0,1.2,2.4,23.218998,77.373573,23.228998,77.383573
325,1900-01-01 19:25:00,Sandstorms,Jam,motorcycle,Metropolitian,Bhopal,20.0,4.8,0.0,25.0,9.68,23.23,23.218998,77.373573,23.298998,77.453573
326,1900-01-01 19:40:00,Windy,Jam,scooter,Metropolitian,Bhopal,34.0,3.8,0.0,44.0,15.86,21.63,23.218998,77.373573,23.348998,77.503573
327,1900-01-01 23:00:00,Sunny,Low,motorcycle,Urban,Bhopal,34.0,4.7,0.0,28.0,10.9,23.36,23.218998,77.373573,23.308998,77.463573
328,1900-01-01 15:25:00,Stormy,Medium,electric_scooter,Metropolitian,Bhopal,25.0,5.0,1.0,20.0,4.85,14.55,23.234631,77.401663,23.274631,77.441663
329,1900-01-01 18:40:00,Fog,Medium,motorcycle,Metropolitian,Bhopal,36.0,4.9,0.0,48.0,16.01,20.01,23.234631,77.401663,23.364631,77.531663
332,1900-01-01 18:15:00,Windy,Medium,scooter,Metropolitian,Bhopal,39.0,4.1,0.0,38.0,8.52,13.45,23.235123,77.398886,23.305123,77.468886
333,1900-01-01 17:45:00,Sandstorms,Medium,scooter,Metropolitian,Chennai,20.0,4.9,0.0,20.0,12.45,37.35,13.066762,80.251865,13.176762,80.361865
334,1900-01-01 21:30:00,Sunny,Jam,scooter,Metropolitian,Chennai,38.0,4.6,0.0,23.0,7.9,20.61,13.066762,80.251865,13.136762,80.321865
335,1900-01-01 11:55:00,Cloudy,High,scooter,Metropolitian,Chennai,27.0,4.9,0.0,32.0,1.12,2.1,13.066762,80.251865,13.076762,80.261865
336,1900-01-01 15:35:00,Fog,Medium,motorcycle,Metropolitian,Chennai,30.0,4.7,0.0,26.0,4.5,10.38,13.066762,80.251865,13.106762,80.291865
337,1900-01-01 09:10:00,Fog,Low,electric_scooter,Metropolitian,Chennai,28.0,5.0,0.0,15.0,2.25,9.0,13.066762,80.251865,13.086762,80.271865
338,1900-01-01 09:45:00,Fog,Low,motorcycle,Metropolitian,Chennai,35.0,4.7,1.0,26.0,2.25,5.19,13.066762,80.251865,13.086762,80.271865
339,1900-01-01 22:00:00,Sunny,Jam,scooter,Metropolitian,Chennai,30.0,4.8,1.0,18.0,9.03,30.1,13.066762,80.251865,13.146762,80.331865
340,1900-01-01 10:25:00,Sunny,Low,motorcycle,Metropolitian,Chennai,24.0,4.8,0.0,17.0,2.25,7.94,13.066762,80.251865,13.086762,80.271865
341,1900-01-01 00:10:00,Stormy,Low,electric_scooter,Metropolitian,Chennai,37.0,4.7,1.0,17.0,9.03,31.87,13.066762,80.251865,13.146762,80.331865
342,1900-01-01 23:10:00,Sandstorms,Low,motorcycle,Metropolitian,Chennai,25.0,4.7,1.0,15.0,14.75,59.0,13.066762,80.251865,13.196762,80.381865
343,1900-01-01 17:40:00,Windy,Medium,scooter,Metropolitian,Chennai,39.0,4.1,1.0,31.0,6.76,13.08,13.066762,80.251865,13.126762,80.311865
344,1900-01-01 18:00:00,Cloudy,Medium,scooter,Metropolitian,Chennai,32.0,4.6,1.0,15.0,3.37,13.48,13.066762,80.251865,13.096762,80.281865
345,1900-01-01 21:55:00,Cloudy,Jam,motorcycle,Metropolitian,Chennai,29.0,4.8,2.0,43.0,9.03,12.6,13.005801,80.250744,13.085801,80.330744
346,1900-01-01 18:30:00,Cloudy,Medium,electric_scooter,Metropolitian,Chennai,38.0,4.8,1.0,15.0,5.63,22.52,13.005801,80.250744,13.055801,80.300744
347,1900-01-01 20:20:00,Sunny,Jam,motorcycle,Metropolitian,Chennai,33.0,4.9,1.0,15.0,9.03,36.12,13.005801,80.250744,13.085801,80.330744
348,1900-01-01 23:35:00,Fog,Low,motorcycle,Metropolitian,Chennai,21.0,4.8,1.0,24.0,9.03,22.57,13.005801,80.250744,13.085801,80.330744
349,1900-01-01 21:35:00,Windy,Jam,motorcycle,Metropolitian,Chennai,30.0,5.0,1.0,25.0,5.63,13.51,13.005801,80.250744,13.055801,80.300744
350,1900-01-01 22:50:00,Cloudy,Low,motorcycle,Metropolitian,Chennai,36.0,4.8,0.0,26.0,10.17,23.47,13.005801,80.250744,13.095801,80.340744
351,1900-01-01 22:20:00,Stormy,Low,motorcycle,Metropolitian,Chennai,23.0,4.3,0.0,26.0,6.76,15.6,13.005801,80.250744,13.065801,80.310744
353,1900-01-01 23:40:00,Sunny,Low,scooter,Metropolitian,Chennai,22.0,5.0,1.0,20.0,6.76,20.28,13.005801,80.250744,13.065801,80.310744
354,1900-01-01 10:05:00,Cloudy,Low,motorcycle,Metropolitian,Chennai,38.0,4.7,1.0,17.0,1.12,3.95,13.086438,80.220672,13.096438,80.230672
355,1900-01-01 00:10:00,Sandstorms,Low,motorcycle,Metropolitian,Chennai,33.0,4.8,1.0,24.0,7.86,19.65,13.086438,80.220672,13.156439,80.290672
356,1900-01-01 11:05:00,Cloudy,Low,motorcycle,Urban,Chennai,37.0,4.7,1.0,26.0,1.12,2.58,13.086438,80.220672,13.096438,80.230672
357,1900-01-01 13:30:00,Sunny,High,motorcycle,Metropolitian,Chennai,27.0,4.7,1.0,19.0,4.48,14.15,13.086438,80.220672,13.126439,80.260672
358,1900-01-01 22:05:00,Fog,Jam,motorcycle,Urban,Chennai,28.0,4.7,1.0,30.0,12.39,24.78,13.086438,80.220672,13.196438,80.330672
359,1900-01-01 20:40:00,Sunny,Jam,motorcycle,Metropolitian,Chennai,27.0,5.0,1.0,15.0,8.99,35.96,13.086438,80.220672,13.166438,80.300672
360,1900-01-01 18:40:00,Sandstorms,Medium,motorcycle,Metropolitian,Chennai,24.0,4.8,1.0,17.0,14.66,51.74,13.086438,80.220672,13.216439,80.350672
361,1900-01-01 08:35:00,Sunny,Low,motorcycle,Metropolitian,Chennai,37.0,4.8,1.0,18.0,2.24,7.47,13.086438,80.220672,13.106438,80.240672
362,1900-01-01 21:10:00,Windy,Jam,motorcycle,Urban,Chennai,38.0,4.4,1.0,32.0,10.12,18.97,13.086438,80.220672,13.176438,80.310672
364,1900-01-01 18:25:00,Stormy,Medium,motorcycle,Metropolitian,Chennai,27.0,4.8,1.0,19.0,7.86,24.82,13.091809,80.219104,13.161809,80.289104
365,1900-01-01 09:00:00,Sunny,Low,scooter,Metropolitian,Chennai,30.0,4.7,1.0,16.0,1.12,4.2,13.091809,80.219104,13.101809,80.229104
366,1900-01-01 22:55:00,Sunny,Low,motorcycle,Metropolitian,Chennai,29.0,2.5,2.0,35.0,12.38,21.22,13.091809,80.219104,13.201809,80.329104
367,1900-01-01 18:05:00,Sandstorms,Medium,scooter,Metropolitian,Chennai,26.0,4.6,1.0,23.0,14.66,38.24,13.091809,80.219104,13.221809,80.349104
368,1900-01-01 18:15:00,Cloudy,Medium,scooter,Metropolitian,Chennai,39.0,5.0,0.0,15.0,5.6,22.4,13.091809,80.219104,13.141809,80.269104
369,1900-01-01 12:05:00,Windy,High,motorcycle,Metropolitian,Chennai,29.0,4.6,1.0,22.0,2.24,6.11,13.091809,80.219104,13.111809,80.239104
370,1900-01-01 09:25:00,Sunny,Low,scooter,Metropolitian,Chennai,37.0,4.9,0.0,12.0,2.24,11.2,13.091809,80.219104,13.111809,80.239104
371,1900-01-01 18:20:00,Stormy,Medium,motorcycle,Metropolitian,Chennai,37.0,5.0,1.0,27.0,6.73,14.96,13.091809,80.219104,13.151809,80.279104
372,1900-01-01 22:00:00,Sandstorms,Jam,scooter,Metropolitian,Chennai,31.0,4.5,1.0,25.0,10.12,24.29,13.091809,80.219104,13.181809,80.309104
373,1900-01-01 23:55:00,Stormy,Low,scooter,Urban,Chennai,36.0,4.5,0.0,23.0,10.12,26.4,13.091809,80.219104,13.181809,80.309104
374,1900-01-01 22:25:00,Sandstorms,Low,scooter,Metropolitian,Chennai,26.0,4.7,1.0,14.0,7.85,33.64,13.02978,80.208812,13.09978,80.278812
375,1900-01-01 15:05:00,Stormy,High,motorcycle,Metropolitian,Chennai,35.0,4.2,1.0,32.0,4.48,8.4,13.02978,80.208812,13.06978,80.248812
